36234236,'Restalrig Road',55.9567,-3.1392
36234238,'Restalrig Avenue',55.9567,-3.13864
36234239,'Craigentinny Ave',55.9583,-3.13803
36234242,'Craigentinny Ave',55.9586,-3.13806
36234245,'Seafield Cemeter',55.9705,-3.15198
36234246,'Claremont Park',55.9701,-3.15565
36234247,'Links Gardens',55.9698,-3.16094
36234248,'Hermitage Place',55.9693,-3.16433
36234249,'Academy Park',55.968,-3.16836
36234252,'St Clair Street',55.9663,-3.16976
36234253,'St Clair Street',55.9641,-3.1705
36234254,'Abbeyhill',55.9575,-3.16866
36234256,'Abbeyhill',55.9574,-3.16804
36234257,'Abbey Lane',55.9571,-3.16542
36234258,'Marionville Road',55.9569,-3.16373
36234259,'Wishaw Terrace',55.9562,-3.15983
36234262,'Meadowbank Stadi',55.9559,-3.15686
36234263,'Meadowbank House',55.9552,-3.15123
36234264,'Piershill Square',55.9552,-3.14781
36234265,'Piershill Square',55.9553,-3.14574
36234267,'Piersfield Terra',55.9555,-3.14194
36234268,'Piersfield Terra',55.9559,-3.13955
36234269,'Moira Terrace',55.9562,-3.13743
36234272,'Fishwives Causew',55.9566,-3.13337
36234273,'Moira Terrace',55.9569,-3.13041
36234274,'Inchview Terrace',55.9574,-3.12572
36234275,'Wakefield Avenue',55.9576,-3.12423
36234276,'Westbank Place',55.957,-3.12137
36234278,'Westbank Place',55.9567,-3.12078
36234279,'Bridge Street',55.9551,-3.11774
36234282,'Portobello Town',55.9533,-3.11484
36234283,'PortobelloTown H',55.9532,-3.11474
36234284,'Marlbourough Str',55.9523,-3.11185
36234285,'Phoenix House',55.9517,-3.10991
36234286,'Pitville Street',55.9508,-3.10612
36234287,'Brunstane Road N',55.9501,-3.10297
36234289,'Ormelie Terrace',55.9494,-3.10014
36234292,'Coillesdene Driv',55.949,-3.095
36234293,'Seaview Terrace',55.9488,-3.0913
36234294,'Seaview Terrace',55.9487,-3.08705
36234295,'Seaview Terrace',55.9479,-3.08277
36234296,'Eastfield Juncti',55.9466,-3.08203
36234297,'Eastfield Garden',55.9466,-3.08478
36234298,'Milton Terrace',55.9461,-3.08792
36234323,'Portobello Cemet',55.9455,-3.09148
36234324,'Brunstane Bank',55.9449,-3.09487
36234327,'Brunstane',55.9445,-3.10085
36234329,'Eastfield Juncti',55.9467,-3.08177
36234342,'Eastfield Garden',55.9468,-3.08403
36234343,'Milton Terrace',55.9465,-3.08689
36234345,'Portobello Cemet',55.9459,-3.09035
36234346,'Wolfson Road',55.9453,-3.09338
36234347,'Christian Cresce',55.9442,-3.10593
36234348,'Christian Cresce',55.9443,-3.10597
36234349,'Duddingston Cres',55.9442,-3.11225
36234352,'Magdalene',55.9442,-3.11029
36234353,'Magdalene Cresce',55.9444,-3.10944
36234354,'Bailie Place',55.944,-3.11305
36234356,'Duddingston Road',55.9437,-3.11488
36234357,'Milton Road',55.9427,-3.11654
36234358,'Magdalene Drive',55.9412,-3.11563
36234359,'Magdalene Drive',55.9408,-3.11517
36234362,'The Jewel',55.9392,-3.11522
36234363,'The Jewel',55.9391,-3.11499
36234364,'Parrotshot',55.9388,-3.11282
36234365,'Parrotshot',55.939,-3.11239
36234367,'Corbiewynd',55.9394,-3.10967
36234368,'Corbiewynd',55.9396,-3.10826
36234369,'Milton Link',55.9397,-3.10599
36234372,'Milton Link',55.9398,-3.10504
36234373,'Newcraighall rai',55.9346,-3.09445
36234374,'Newcraighall Vil',55.9349,-3.09175
36234375,'Newcraighall Vil',55.9352,-3.09063
36234376,'Newcraighall Vil',55.9359,-3.08769
36234378,'Newcraighall Vil',55.9359,-3.08752
36234379,'Newcraighall Roa',55.9336,-3.09963
36234383,'Niddrie Cottages',55.9329,-3.10489
36234384,'Asda Centre',55.9389,-3.10434
36234385,'Niddrie Mains Cr',55.9363,-3.1148
36234386,'Niddrie Mains Cr',55.9358,-3.11483
36234389,'Niddrie Hill Cre',55.9381,-3.11528
36234392,'Whitehill Street',55.9338,-3.1105
36234393,'Quarry Cottages',55.9337,-3.10896
36234394,'Quarry Cottages',55.9335,-3.10835
36234395,'Peacocktail Clos',55.9336,-3.11114
36234396,'Jack Kane Centre',55.9339,-3.1167
36234397,'Jack Kane Centre',55.9341,-3.12008
36234398,'Hay Avenue',55.9338,-3.12335
36234523,'Craigmillar Libr',55.9327,-3.12822
36234524,'Thistle Foundati',55.932,-3.12947
36234525,'Niddrie Marishal',55.9306,-3.1268
36234526,'Greendykes',55.9295,-3.12334
36234527,'Greendykes Avenu',55.9303,-3.12658
36234528,'Thistle Foundati',55.9322,-3.13059
36234529,'Wauchhope Square',55.9325,-3.13371
36234532,'Police Station',55.9327,-3.13943
36234534,'Craigmillar Cast',55.9324,-3.14215
36234535,'Craigmillar Cast',55.9319,-3.14584
36234536,'Kings Haugh',55.9322,-3.15028
36234537,'Peffer Sports Gr',55.9311,-3.157
36234538,'Cameron House Av',55.93,-3.15908
36234539,'Cameron House Av',55.9303,-3.15887
36234542,'Peffer Sports Fi',55.9316,-3.15634
36234543,'Peffermill Rd',55.9325,-3.15451
36234545,'Kings Haugh',55.9324,-3.15088
36234546,'Peffermill railw',55.9321,-3.14493
36234547,'Duddingston Road',55.9325,-3.14275
36234548,'Peffer Bank',55.9335,-3.14176
36234549,'Golf Club',55.9372,-3.14412
36234562,'Duddingston Vill',55.9424,-3.14479
36234563,'Meadowfield Gard',55.9436,-3.14175
36234564,'Meadowfield Aven',55.9448,-3.13719
36234565,'Duddingston Gard',55.9459,-3.13435
36234567,'Duddingston Road',55.9471,-3.13016
36234568,'Portobello High',55.9479,-3.12527
36234569,'Portobello High',55.9484,-3.12238
